individuals,Tdur1,Tdur2,Tdur3,Tdur4,Total,Tint1,Tint2,Tint3,Ffoun1,Ffoun2,Ffoun3,Ffoun4,Fhar1,Fhar2,Fhar3,Fhar4
27,0.214,0.214,0.47,0.452,1.629,0.076,0.093,0.11,860,1630,940,1890,940,1800,860,1720
27,0.203,0.208,0.476,0.446,1.623,0.087,0.099,0.104,860,1720,940,1890,940,1890,860,1720
27,0.185,0.208,0.487,0.406,1.56,0.093,0.082,0.099,770,1630,940,1890,940,1890,860,1720
27,0.197,0.214,0.441,0.441,1.6,0.087,0.087,0.133,860,1630,940,1980,860,1800,860,1720
27,0.191,0.232,0.47,0.458,1.617,0.093,0.075,0.098,860,1630,940,1890,860,1720,860,1720
27,0.185,0.226,0.458,0.446,1.623,0.099,0.093,0.116,860,1630,940,1890,860,1800,860,1720
28,0.197,0.203,0.673,0.928,2.07,0.069,0,0,600,860,860,860,1200,1550,1720,1720
28,0.191,0.197,0.673,0.841,1.989,0.087,0,0,600,860,860,860,1200,1720,1720,1720
28,0.162,0.203,0.644,0.928,2.029,0.092,0,0,600,770,860,860,1110,1630,1720,1720
28,0.179,0.191,0.661,1.068,2.181,0.082,0,0,600,770,770,860,1370,1550,1630,1720
28,0.191,0.179,0.69,0.986,2.122,0.076,0,0,600,770,860,860,1460,1550,1630,1630
28,0.168,0.191,0.673,0.876,2.007,0.099,0,0,600,770,770,860,1370,1630,1630,1800
28,0.203,0.179,0.696,0.969,2.122,0.075,0,0,600,770,770,860,1370,1890,1630,1720
28,0.179,0.197,0.696,0.783,1.931,0.076,0,0,600,770,770,860,1460,1630,1630,1720
28,0.208,0.197,0.684,0.835,1.983,0.059,0,0,680,860,860,860,1630,1630,1630,1720
28,0.203,0.197,0.65,0.934,2.053,0.069,0,0,600,860,770,860,1370,1890,1630,1720
29,0.168,0.197,0.458,1.033,2.106,0.116,0.07,0.064,680,680,770,770,1370,1980,1980,1720
29,0.179,0.214,0.528,1.027,2.129,0.111,0.024,0.046,680,680,770,770,1370,1980,1550,1550
29,0.162,0.214,0.481,1.097,2.182,0.128,0.024,0.076,680,860,770,770,1370,1980,1800,1550
29,0.156,0.214,0.505,1.05,2.111,0.134,0.029,0.023,680,860,770,860,1460,1720,1550,1720
29,0.174,0.214,0.464,1.137,2.186,0.127,0.041,0.029,680,860,770,860,1460,1720,1550,1720
29,0.174,0.203,0.458,1.056,2.111,0.116,0.035,0.069,680,770,770,770,1460,2060,1550,1550
29,0.174,0.191,0.505,1.102,2.186,0.116,0.029,0.069,680,860,770,770,1460,1980,1550,1550
29,0.145,0.208,0.516,1.137,2.198,0.133,0.03,0.029,680,940,770,680,1460,1980,1550,1550
29,0.139,0.203,0.516,1.12,2.18,0.133,0.04,0.029,680,940,770,770,1460,1980,1550,1550
29,0.15,0.214,0.516,1.114,2.174,0.122,0.029,0.029,680,860,770,770,1460,1800,1550,1550
30,0.162,0.139,0.446,0.47,1.594,0.081,0.046,0.25,600,940,770,770,1550,1800,1630,1550
30,0.156,0.15,0.435,0.435,1.53,0.076,0.058,0.22,770,940,770,770,1550,1890,1630,1630
30,0.162,0.133,0.417,0.505,1.63,0.087,0.07,0.256,680,940,770,770,1550,1800,1630,1550
30,0.162,0.139,0.458,0.493,1.658,0.087,0.052,0.267,680,940,770,860,1550,1890,1630,1550
30,0.168,0.139,0.429,0.528,1.653,0.075,0.064,0.25,770,940,770,860,1550,1550,1630,1550
30,0.185,0.133,0.452,0.481,1.653,0.07,0.07,0.262,770,940,860,860,1550,1890,1630,1550
30,0.162,0.145,0.446,0.481,1.594,0.081,0.058,0.221,600,940,860,770,1550,1800,1630,1550
30,0.145,0.1212,0.417,0.516,1.617,0.098,0.0868,0.233,770,940,770,770,1550,1550,1630,1550
30,0.156,0.145,0.429,0.55,1.617,0.07,0.058,0.209,770,940,860,770,1550,1890,1630,1550
30,0.15,0.121,0.423,0.521,1.622,0.093,0.076,0.238,600,940,770,600,1550,1800,1630,1550
31,0.185,0.354,0.33,1.526,2.587,0.116,0,0.076,600,770,860,770,1370,1460,1370,1630
31,0.168,0.365,0.267,1.358,2.424,0.139,0,0.127,600,680,860,770,1370,1460,1720,1290
31,0.185,0.365,0.272,1.462,2.534,0.122,0,0.128,680,770,860,770,1370,1460,1720,1290
31,0.168,0.359,0.278,1.41,2.465,0.151,0,0.099,680,770,860,770,1370,1550,1630,1630
31,0.185,0.359,0.284,1.323,2.36,0.116,0,0.093,680,770,860,770,1370,1550,1460,1550
31,0.191,0.359,0.284,1.352,2.418,0.122,0,0.11,680,860,860,770,1370,1460,1720,1290
31,0.191,0.354,0.284,1.34,2.39,0.122,0,0.099,680,860,860,770,1370,1720,1720,1290
31,0.185,0.354,0.278,1.265,2.326,0.128,0,0.116,680,860,860,860,1370,1550,1630,1630
31,0.179,0.348,0.301,1.282,2.32,0.128,0,0.082,680,770,860,770,1370,1550,1720,1630
31,0.185,0.354,0.278,1.805,2.861,0.111,0,0.128,680,770,860,510,1370,1460,1370,1290
32,0.15,0.174,0.516,1.48,2.616,0.14,0.075,0.081,680,680,860,770,1630,1370,1720,1550
32,0.15,0.185,0.522,1.474,2.611,0.14,0.047,0.093,680,770,860,680,1550,1460,1720,1550
32,0.156,0.191,0.476,1.259,2.39,0.128,0.076,0.104,680,770,860,770,1550,1550,1720,1550
32,0.145,0.203,0.493,1.439,2.576,0.139,0.035,0.122,770,770,860,770,1550,1460,1720,1550
32,0.15,0.191,0.481,1.422,2.564,0.128,0.064,0.128,770,680,860,770,1550,1460,1720,1550
32,0.15,0.191,0.464,1.381,2.54,0.134,0.081,0.139,770,770,860,770,1550,1460,1720,1550
32,0.15,0.168,0.487,1.364,2.489,0.14,0.058,0.122,770,770,860,770,1550,1460,1720,1550
32,0.156,0.203,0.505,1.399,2.541,0.128,0.046,0.104,770,770,860,770,1550,1460,1720,1550
32,0.145,0.179,0.47,1.404,2.512,0.145,0.059,0.11,770,770,860,770,1550,1460,1720,1550
32,0.162,0.191,0.476,1.346,2.488,0.122,0.07,0.121,770,680,860,770,1550,1460,1720,1550
33,0.185,0.214,0.267,0.731,1.601,0.099,0.024,0.081,770,940,940,860,1550,1890,1800,1800
33,0.191,0.208,0.278,0.655,1.548,0.099,0.03,0.087,680,940,860,860,1460,1890,1800,1800
33,0.203,0.22,0.296,0.818,1.682,0.093,0.012,0.04,770,940,860,860,1370,1890,1800,1800
33,0.174,0.197,0.255,0.743,1.63,0.116,0.029,0.116,680,940,860,860,1460,1890,1800,1800
33,0.179,0.208,0.278,0.824,1.676,0.117,0.018,0.052,770,940,860,860,1460,1890,1800,1800
33,0.179,0.203,0.249,0.835,1.709,0.105,0.023,0.115,680,940,860,860,1460,1890,1800,1800
33,0.191,0.208,0.255,0.853,1.74,0.099,0.035,0.099,680,940,860,860,1460,1890,1800,1720
33,0.191,0.197,0.243,0.777,1.658,0.11,0.041,0.099,680,940,860,860,1370,1890,1800,1800
33,0.214,0.197,0.255,0.835,1.739,0.087,0.023,0.128,770,940,860,860,1550,1890,1800,1720
33,0.174,0.197,0.243,0.847,1.722,0.121,0.041,0.099,770,940,860,860,1550,1800,1800,1720
34,0.191,0.179,0.563,0.882,1.984,0.128,0.041,0,680,860,860,770,1630,1720,1720,1550
34,0.203,0.179,0.597,0.876,2.001,0.122,0.024,0,680,860,940,770,1460,1720,1890,1550
34,0.197,0.174,0.597,0.888,2.007,0.128,0.023,0,680,860,860,770,1290,1720,1720,1550
34,0.214,0.185,0.603,0.818,1.925,0.07,0.035,0,680,860,940,770,1550,1720,1980,1550
34,0.208,0.179,0.597,0.876,2.023,0.122,0.041,0,770,940,940,770,1630,1720,1720,1550
34,0.214,0.179,0.568,0.882,2,0.116,0.041,0,680,940,940,770,1550,1720,1720,1550
34,0.185,0.179,0.574,0.783,1.896,0.134,0.041,0,680,860,940,770,1550,1720,1720,1550
34,0.208,0.179,0.609,0.876,2.018,0.122,0.024,0,680,860,940,770,1290,1720,1630,1550
34,0.208,0.179,0.568,0.957,2.081,0.128,0.041,0,770,860,940,770,1630,1720,1720,1550
34,0.214,0.174,0.621,0.905,2.07,0.122,0.034,0,680,860,940,770,1290,1720,1630,1550
35,0.156,0.191,0.58,1.056,2.175,0.111,0.058,0.023,600,860,860,770,1200,1200,1200,1460
35,0.15,0.191,0.551,1.044,2.14,0.105,0.07,0.029,600,860,860,770,1200,1370,1370,1460
35,0.162,0.191,0.574,0.899,2.018,0.105,0.052,0.035,600,860,860,770,1370,1370,1200,1460
35,0.156,0.191,0.557,0.928,2.041,0.105,0.081,0.023,600,860,860,680,1200,1720,1290,1460
35,0.133,0.179,0.574,1.056,2.181,0.122,0.07,0.047,600,770,860,770,1200,1550,1720,1460
35,0.156,0.179,0.563,1.201,2.32,0.116,0.076,0.029,600,860,860,680,1370,1720,1370,1460
35,0.15,0.179,0.539,0.981,2.089,0.117,0.076,0.047,600,770,860,770,1200,1630,1720,1550
35,0.156,0.185,0.58,1.073,2.21,0.105,0.082,0.029,600,860,860,770,1200,1290,1200,1460
35,0.145,0.191,0.58,1.155,2.286,0.116,0.07,0.029,600,860,860,770,1370,1550,1370,1460
35,0.156,0.185,0.592,1.12,2.239,0.111,0.058,0.017,600,860,860,770,1200,1630,1370,1460
