individuals,Tdur1,Tdur2,Tdur3,Tdur4,Total,Tint1,Tint2,Tint3,Ffoun1,Ffoun2,Ffoun3,Ffoun4,Fhar1,Fhar2,Fhar3,Fhar4
6,0.087,0.116,0.383,0.377,1.333,0.133,0.075,0.162,710,940,860,900,1370,1980,1800,1800
6,0.133,0.11,0.371,0.394,1.38,0.128,0.093,0.151,770,900,860,940,1370,1800,1800,1800
6,0.168,0.098,0.354,0.342,1.332,0.104,0.11,0.156,770,1030,940,940,1630,1800,1800,1800
6,0.15,0.104,0.359,0.4,1.38,0.117,0.099,0.151,770,1030,940,1030,1630,1800,1760,1890
6,0.156,0.104,0.354,0.388,1.378,0.116,0.104,0.156,770,940,940,770,1630,1800,1800,1800
6,0.133,0.104,0.348,0.388,1.385,0.134,0.116,0.162,810,940,940,1030,1630,1800,1800,1800
6,0.145,0.104,0.365,0.383,1.368,0.122,0.104,0.145,770,940,940,940,1630,1800,1800,1800
6,0.139,0.104,0.354,0.336,1.299,0.122,0.099,0.145,680,1030,860,940,1630,1800,1800,1800
6,0.15,0.104,0.377,0.325,1.299,0.111,0.099,0.133,770,1030,940,1030,1630,1800,1800,1980
6,0.139,0.098,0.348,0.348,1.311,0.122,0.099,0.157,680,880,880,940,1630,1800,1800,1800
6,0.139,0.104,0.365,0.371,1.351,0.128,0.093,0.151,770,940,940,1030,1630,1800,1800,1800
6,0.166,0.098,0.354,0.371,1.345,0.095,0.105,0.156,810,940,940,940,1630,1800,1890,1800
6,0.156,0.104,0.365,0.365,1.357,0.111,0.093,0.163,730,940,740,1030,1460,1980,1890,1980
6,0.168,0.104,0.371,0.377,1.362,0.104,0.093,0.145,810,940,940,940,1550,1800,1890,1800
6,0.156,0.104,0.365,0.388,1.396,0.116,0.11,0.157,770,940,940,940,1460,1800,1800,1980
6,0.174,0.104,0.354,0.342,1.327,0.098,0.104,0.151,680,940,940,940,1630,1890,1890,1800
6,0.15,0.11,0.354,0.377,1.351,0.111,0.098,0.151,770,940,940,940,1630,1800,1800,1890
6,0.162,0.11,0.359,0.383,1.352,0.105,0.093,0.14,770,940,940,940,1720,1980,1890,1890
6,0.15,0.116,0.359,0.336,1.298,0.111,0.098,0.128,860,880,940,860,1720,2060,1800,1980
6,0.156,0.116,0.371,0.406,1.368,0.105,0.092,0.122,770,1030,940,1030,1630,1720,1890,2060
6,0.156,0.11,0.365,0.412,1.386,0.111,0.098,0.134,770,860,940,860,1630,1720,1890,2060
6,0.15,0.11,0.371,0.412,1.38,0.105,0.098,0.134,860,1030,940,1030,1630,1720,1890,2060
6,0.15,0.11,0.359,0.4,1.374,0.111,0.098,0.146,860,860,940,1030,1630,1720,1890,2060
6,0.15,0.121,0.365,0.394,1.368,0.117,0.087,0.134,770,1030,940,1030,1630,1980,1890,1800
6,0.156,0.11,0.354,0.4,1.368,0.105,0.11,0.133,830,900,940,1030,1720,2060,1800,1980
6,0.138,0.11,0.348,0.394,1.345,0.1,0.11,0.145,770,1030,940,1030,1630,2060,1800,2060
6,0.168,0.121,0.359,0.429,1.403,0.099,0.099,0.128,860,880,940,990,1630,1980,1890,2060
6,0.145,0.116,0.348,0.4,1.374,0.116,0.104,0.145,860,880,880,1030,1720,2060,1980,2060
6,0.139,0.11,0.354,0.377,1.351,0.116,0.104,0.151,850,880,900,990,1720,1800,1800,1980
6,0.145,0.11,0.336,0.377,1.345,0.116,0.11,0.151,860,1030,940,1030,1720,2060,1890,1720
6,0.145,0.121,0.371,0.383,1.374,0.116,0.087,0.151,830,990,880,990,1630,1980,1800,2060
6,0.145,0.116,0.377,0.388,1.385,0.116,0.092,0.151,770,860,900,900,1630,1980,1800,2060
6,0.133,0.116,0.354,0.423,1.408,0.128,0.098,0.156,770,860,880,890,1630,1720,1800,1980
6,0.139,0.116,0.371,0.406,1.397,0.122,0.098,0.145,860,880,880,900,1630,1720,1890,1980
6,0.139,0.11,0.319,0.359,1.339,0.128,0.122,0.162,770,940,940,990,1630,1980,1890,1800
6,0.139,0.11,0.365,0.406,1.385,0.122,0.098,0.145,770,940,940,1030,1720,2060,1980,2060
6,0.139,0.121,0.377,0.423,1.396,0.116,0.087,0.133,860,830,880,980,1720,1980,1890,2060
6,0.139,0.116,0.359,0.423,1.402,0.127,0.098,0.14,830,880,880,900,1630,1720,1800,2060
6,0.162,0.116,0.359,0.388,1.373,0.099,0.098,0.151,810,900,940,1030,1370,1800,1800,1800
6,0.15,0.11,0.383,0.452,1.374,0.117,0.093,0.069,800,900,940,900,1290,1980,1800,1800
6,0.121,0.11,0.388,0.406,1.391,0.128,0.098,0.14,860,900,900,1030,1550,1980,1800,1800
6,0.15,0.133,0.388,0.446,1.449,0.122,0.064,0.146,770,900,940,940,1370,1800,1800,1980
6,0.162,0.121,0.394,0.417,1.413,0.116,0.087,0.116,810,940,940,1030,1550,1980,1800,1890
6,0.15,0.11,0.377,0.4,1.396,0.122,0.098,0.139,810,900,880,940,1630,1800,1800,1800
6,0.168,0.15,0.383,0.446,1.431,0.093,0.058,0.133,860,900,940,920,1630,1800,1800,1890
6,0.145,0.11,0.371,0.365,1.379,0.127,0.098,0.163,810,940,940,1030,1630,1890,1890,1800
6,0.138,0.116,0.359,0.4,1.362,0.094,0.098,0.157,770,1030,940,1030,1630,2060,1800,2060
6,0.139,0.116,0.359,0.406,1.38,0.122,0.098,0.14,830,860,900,1030,1630,1980,1800,1800
6,0.133,0.121,0.365,0.417,1.391,0.128,0.087,0.14,800,870,940,900,1630,1720,1800,2060
6,0.139,0.116,0.354,0.441,1.421,0.128,0.104,0.139,770,900,940,940,1460,1800,1800,2060
6,0.15,0.116,0.365,0.441,1.45,0.117,0.098,0.163,750,880,860,900,1460,1980,1800,2060
6,0.145,0.116,0.377,0.458,1.466,0.127,0.092,0.151,680,900,900,900,1460,1800,1800,2060
6,0.145,0.121,0.365,0.464,1.478,0.127,0.099,0.157,680,990,940,900,1460,1980,1800,2060
6,0.15,0.121,0.377,0.446,1.46,0.122,0.093,0.151,770,900,900,900,1460,1800,1800,2060
6,0.15,0.116,0.365,0.47,1.472,0.122,0.098,0.151,680,900,900,900,1460,1800,1800,2060
6,0.139,0.11,0.359,0.464,1.49,0.133,0.116,0.169,680,900,900,900,1460,1800,1800,1800
6,0.15,0.121,0.359,0.481,1.49,0.117,0.105,0.157,770,900,900,990,1630,1800,1800,2060
6,0.139,0.11,0.365,0.452,1.46,0.133,0.104,0.157,790,1040,940,1030,1630,2060,1800,2060
6,0.139,0.127,0.365,0.435,1.45,0.128,0.093,0.163,820,990,940,1030,1630,1980,1800,2060
6,0.156,0.116,0.354,0.476,1.467,0.116,0.098,0.151,830,940,940,860,1630,1980,1890,2060
6,0.138,0.121,0.354,0.452,1.42,0.1,0.099,0.156,830,990,880,1030,1630,1980,1800,2060
6,0.133,0.11,0.359,0.423,1.414,0.134,0.098,0.157,820,1030,940,900,1630,2060,1800,1800
6,0.156,0.11,0.354,0.429,1.425,0.116,0.098,0.162,860,860,880,970,1630,1720,1800,2060
6,0.143,0.116,0.365,0.423,1.385,0.089,0.092,0.157,810,900,900,990,1630,1800,1800,2060
6,0.155,0.116,0.365,0.4,1.373,0.088,0.098,0.151,860,860,860,1030,1630,1720,1720,2060
6,0.145,0.116,0.383,0.383,1.368,0.122,0.092,0.127,810,920,860,880,1630,1980,1800,1800
6,0.15,0.11,0.377,0.383,1.379,0.122,0.098,0.139,810,900,940,900,1630,1800,1800,1800
6,0.179,0.11,0.371,0.354,1.352,0.088,0.093,0.157,770,940,940,1030,1630,1800,1800,1980
6,0.139,0.098,0.354,0.336,1.327,0.133,0.105,0.162,770,1030,940,1030,1630,2060,1800,1800
6,0.138,0.104,0.371,0.423,1.403,0.1,0.104,0.163,810,900,880,940,1630,1800,1800,1800
6,0.104,0.116,0.359,0.435,1.413,0.139,0.097,0.163,710,900,860,900,1460,1980,1800,1980
6,0.121,0.116,0.359,0.446,1.443,0.146,0.104,0.151,710,900,860,940,1370,1800,1800,1980
6,0.138,0.121,0.365,0.452,1.426,0.1,0.099,0.151,730,900,860,900,1460,1800,1800,1980
6,0.121,0.116,0.354,0.446,1.449,0.146,0.098,0.168,730,900,860,940,1460,1800,1800,1980
6,0.127,0.121,0.383,0.446,1.455,0.145,0.082,0.151,810,940,860,900,1460,1980,1800,1980
6,0.12,0.116,0.365,0.441,1.426,0.123,0.092,0.169,770,900,900,940,1720,1800,1800,1980
6,0.155,0.116,0.365,0.4,1.374,0.083,0.098,0.157,810,900,860,990,1630,1800,1800,1980
6,0.15,0.11,0.354,0.406,1.397,0.122,0.104,0.151,770,860,900,860,1630,1720,1800,1980
6,0.156,0.121,0.371,0.4,1.397,0.111,0.093,0.145,770,940,940,940,1630,1980,1800,1980
6,0.145,0.121,0.365,0.441,1.42,0.11,0.093,0.145,810,990,830,940,1630,1980,1800,1890
6,0.145,0.11,0.359,0.365,1.362,0.122,0.098,0.163,810,940,900,990,1630,1980,1800,1980
6,0.145,0.133,0.377,0.406,1.391,0.127,0.075,0.128,770,880,900,860,1630,1980,1800,1980
6,0.144,0.11,0.348,0.365,1.321,0.099,0.098,0.157,810,900,900,940,1630,1800,1800,1980
6,0.15,0.116,0.4,0.354,1.363,0.117,0.087,0.139,860,1030,860,880,1630,1720,1720,1980
6,0.127,0.11,0.348,0.406,1.397,0.128,0.104,0.174,770,940,900,940,1460,1800,1800,1980
6,0.145,0.104,0.342,0.423,1.437,0.127,0.11,0.186,770,940,900,940,1460,1980,1800,1980
6,0.11,0.116,0.342,0.406,1.385,0.133,0.104,0.174,770,940,860,990,1460,1980,1800,2060
6,0.121,0.11,0.342,0.423,1.409,0.146,0.104,0.163,770,900,940,990,1460,1980,1800,2060
6,0.127,0.116,0.365,0.458,1.449,0.122,0.098,0.163,680,990,900,990,1460,1980,1800,1980
6,0.127,0.104,0.348,0.423,1.426,0.128,0.11,0.186,680,900,900,990,1460,1800,1800,1980
6,0.127,0.11,0.354,0.435,1.432,0.122,0.104,0.18,770,900,900,1000,1460,1800,1800,2060
6,0.116,0.11,0.348,0.423,1.432,0.139,0.11,0.186,680,990,900,1030,1460,1980,1800,1980
6,0.145,0.11,0.359,0.435,1.421,0.122,0.104,0.146,830,900,900,940,1630,1800,1800,1980
6,0.133,0.11,0.359,0.441,1.432,0.128,0.104,0.157,730,900,880,940,1370,1800,1800,1980
6,0.139,0.121,0.359,0.429,1.443,0.133,0.087,0.175,770,940,880,990,1460,1980,1800,1980
6,0.162,0.116,0.359,0.394,1.385,0.11,0.087,0.157,750,900,860,970,1460,1800,1800,1720
6,0.15,0.15,0.354,0.412,1.39,0.122,0.058,0.144,770,990,860,1030,1630,1980,1800,2060
6,0.145,0.127,0.336,0.435,1.438,0.122,0.093,0.18,770,940,900,970,1460,1980,1800,1980
6,0.139,0.133,0.354,0.464,1.461,0.122,0.087,0.162,770,1030,900,900,1460,1800,1800,1720
6,0.145,0.11,0.359,0.429,1.431,0.127,0.098,0.163,680,900,900,860,1460,1800,1800,1720
6,0.15,0.11,0.359,0.417,1.436,0.122,0.098,0.18,740,900,860,860,1720,1800,1800,1720
6,0.156,0.121,0.348,0.435,1.461,0.116,0.099,0.186,740,880,940,860,1460,1980,1800,1720
6,0.15,0.121,0.359,0.417,1.431,0.128,0.087,0.169,770,990,900,900,1630,1980,1800,1720
6,0.15,0.127,0.359,0.429,1.461,0.117,0.087,0.192,740,900,900,900,1460,1800,1800,1720
6,0.139,0.121,0.371,0.371,1.385,0.128,0.087,0.168,730,900,900,940,1460,1800,1800,1800
6,0.133,0.11,0.359,0.377,1.386,0.134,0.104,0.169,680,920,920,990,1460,1800,1800,1800
6,0.139,0.11,0.359,0.377,1.374,0.128,0.104,0.157,680,920,860,960,1460,1800,1800,1800
6,0.243,0.121,0.359,0.365,1.438,0.076,0.105,0.169,770,900,900,990,1550,1800,1800,1800
6,0.145,0.116,0.359,0.383,1.414,0.127,0.104,0.18,770,900,900,900,1630,1800,1800,1800
6,0.139,0.116,0.359,0.383,1.409,0.145,0.092,0.175,810,940,940,940,1720,1890,1800,2060
6,0.139,0.116,0.4,0.383,1.404,0.128,0.104,0.134,770,900,860,940,1630,1800,1800,1800
6,0.145,0.116,0.354,0.383,1.403,0.133,0.098,0.174,770,940,940,940,1460,1980,1890,1800
6,0.139,0.104,0.377,0.365,1.39,0.133,0.11,0.162,730,900,860,990,1460,1800,1800,1800
6,0.15,0.121,0.371,0.365,1.379,0.128,0.093,0.151,770,900,900,940,1460,1800,1800,1800
6,0.162,0.139,0.412,0.441,1.42,0.116,0.075,0.075,770,860,900,860,1550,1980,1800,1800
6,0.145,0.104,0.354,0.359,1.362,0.122,0.116,0.162,770,900,900,1030,1550,1800,1800,2060
6,0.15,0.133,0.412,0.371,1.373,0.122,0.075,0.11,770,940,940,900,1460,1800,1800,1890
6,0.145,0.127,0.371,0.388,1.397,0.122,0.081,0.163,770,940,970,990,1460,1800,1800,2060
6,0.162,0.145,0.388,0.388,1.408,0.11,0.069,0.146,860,940,830,1030,1630,1980,1800,2060
6,0.156,0.116,0.359,0.377,1.402,0.116,0.098,0.18,830,940,940,970,1630,2060,1800,2060
6,0.133,0.116,0.371,0.365,1.374,0.128,0.087,0.174,770,1030,940,1030,1460,1980,1800,2060
6,0.15,0.116,0.388,0.377,1.397,0.111,0.092,0.163,730,1030,940,970,1460,2060,1800,1980
6,0.162,0.116,0.423,0.377,1.396,0.11,0.092,0.116,770,940,940,940,1630,1980,1800,2060
6,0.139,0.11,0.365,0.388,1.379,0.128,0.11,0.139,770,990,960,1060,1460,1980,1890,2060
6,0.139,0.127,0.359,0.394,1.397,0.122,0.087,0.169,680,900,900,860,1460,1800,1800,1720
6,0.139,0.145,0.371,0.383,1.415,0.128,0.069,0.18,770,770,770,860,1460,1980,1800,1800
6,0.162,0.121,0.365,0.423,1.449,0.11,0.111,0.157,770,860,770,940,1460,1980,1800,1980
6,0.139,0.11,0.365,0.394,1.425,0.133,0.104,0.18,770,860,860,860,1460,1800,1800,1980
6,0.156,0.121,0.371,0.458,1.501,0.111,0.104,0.18,770,860,880,770,1630,1980,1720,1980
6,0.15,0.104,0.348,0.325,1.374,0.128,0.122,0.197,770,830,810,940,1460,1980,1800,1980
6,0.156,0.127,0.342,0.348,1.327,0.116,0.081,0.157,770,1070,900,1030,1720,2150,1890,2060
6,0.15,0.11,0.354,0.336,1.327,0.128,0.093,0.156,770,1090,880,1030,1720,2150,1890,2060
6,0.156,0.11,0.33,0.371,1.351,0.122,0.116,0.146,880,1070,900,1070,1720,2150,1980,2060
6,0.15,0.11,0.325,0.377,1.374,0.128,0.116,0.168,770,1070,1060,1070,1720,2060,1980,2060
6,0.15,0.116,0.354,0.365,1.356,0.128,0.092,0.151,880,1090,900,1070,1720,2060,1980,2060
6,0.168,0.116,0.359,0.4,1.403,0.116,0.087,0.157,770,1070,1060,1070,1720,2150,1980,2060
6,0.15,0.121,0.359,0.383,1.38,0.117,0.093,0.157,770,1030,830,940,1720,2060,1980,2060
6,0.156,0.116,0.325,0.359,1.344,0.11,0.11,0.168,770,1030,940,1030,1720,2060,1890,2060
6,0.139,0.116,0.336,0.359,1.357,0.128,0.11,0.169,770,830,830,1070,1720,2150,1980,2060
6,0.156,0.116,0.359,0.365,1.363,0.111,0.087,0.169,770,1050,830,1070,1720,2060,1980,2060
6,0.168,0.121,0.371,0.354,1.351,0.11,0.082,0.145,860,900,940,1030,1720,2060,1980,2060
6,0.174,0.116,0.365,0.371,1.362,0.104,0.087,0.145,770,1060,830,1070,1720,2060,1980,2060
6,0.168,0.116,0.371,0.365,1.362,0.104,0.087,0.151,770,1090,830,1070,1720,2150,1980,2060
6,0.156,0.133,0.354,0.394,1.396,0.116,0.075,0.168,860,1070,880,1070,1720,2060,1980,2060
6,0.156,0.116,0.365,0.4,1.373,0.116,0.098,0.122,860,1030,900,1030,1720,2060,1980,2060
6,0.168,0.11,0.383,0.388,1.379,0.11,0.081,0.139,860,900,920,1030,1720,2060,1890,2060
6,0.156,0.11,0.371,0.377,1.386,0.128,0.093,0.151,860,1040,940,940,1720,2060,1980,2060
6,0.185,0.116,0.354,0.377,1.391,0.116,0.098,0.145,860,1030,940,1070,1720,2060,1980,2060
6,0.168,0.11,0.365,0.377,1.385,0.116,0.098,0.151,860,900,1030,1070,1720,2060,1980,2060
6,0.156,0.116,0.365,0.359,1.355,0.116,0.098,0.145,860,1030,1030,1030,1720,1800,1890,2060
7,0.092,0.208,0.226,1.3,2.25,0.18,0.04,0.204,680,770,770,770,1550,1630,1630,1630
7,0.121,0.243,0.208,1.503,2.436,0.151,0.023,0.187,680,770,770,770,1630,1630,1630,1630
7,0.098,0.214,0.203,2.281,3.173,0.174,0.034,0.169,680,770,770,770,1550,1290,1550,1630
7,0.104,0.214,0.203,2.24,3.161,0.168,0.046,0.186,680,680,770,680,1460,1290,1630,1630
7,0.116,0.226,0.22,2.281,3.185,0.162,0.034,0.146,680,770,770,770,1290,1290,1630,1630
7,0.116,0.214,0.203,1.886,2.807,0.162,0.04,0.186,600,770,770,770,1290,1290,1630,1630
7,0.11,0.208,0.203,1.369,2.308,0.168,0.058,0.192,680,770,770,770,1290,1290,1630,1630
7,0.116,0.22,0.203,1.068,1.989,0.162,0.034,0.186,680,770,770,770,1290,1630,1630,1630
7,0.127,0.208,0.208,1.706,2.616,0.157,0.052,0.158,680,770,770,770,1290,1370,1290,1630
7,0.127,0.22,0.208,1.52,2.372,0.07,0.034,0.193,680,680,770,770,1630,1630,1630,1630
7,0.121,0.214,0.208,1.381,2.326,0.151,0.058,0.193,680,770,770,770,1290,1630,1630,1630
7,0.104,0.232,0.238,1.015,1.919,0.157,0.017,0.156,680,770,770,770,1460,1630,1630,1630
7,0.104,0.197,0.226,1.886,2.813,0.174,0.04,0.186,680,680,770,680,1630,1630,1630,1630
7,0.11,0.197,0.203,1.967,2.935,0.174,0.063,0.221,600,770,770,680,1290,1630,1630,1630
7,0.139,0.191,0.179,1.607,2.481,0.058,0.034,0.273,680,770,770,770,1630,1630,1630,1630
7,0.116,0.203,0.191,1.793,2.767,0.174,0.04,0.25,680,770,770,770,1630,1630,1630,1630
7,0.104,0.208,0.203,1.323,2.297,0.18,0.052,0.227,680,770,770,770,1630,1630,1630,1630
7,0.139,0.197,0.185,1.7,2.573,0.058,0.04,0.254,680,770,770,680,1630,1630,1630,1630
7,0.197,0.208,0.185,1.248,2.232,0.145,0.046,0.203,680,770,770,770,1720,1630,1630,1630
7,0.121,0.1967,0.185,1.265,2.216,0.163,0.046,0.2393,680,770,770,770,1630,1630,1630,1630
7,0.104,0.197,0.185,2.292,3.226,0.18,0.058,0.21,600,770,770,680,1550,1630,1550,1720
7,0.11,0.203,0.203,1.509,2.425,0.157,0.052,0.191,680,770,770,770,1370,1630,1630,1630
7,0.121,0.208,0.197,1.329,2.268,0.157,0.052,0.204,680,770,770,770,1290,1630,1630,1630
7,0.098,0.208,0.197,1.375,2.262,0.163,0.058,0.163,680,770,770,770,1630,1630,1630,1630
7,0.116,0.208,0.191,1.468,2.36,0.168,0.052,0.157,600,770,770,770,1290,1630,1630,1630
7,0.104,0.197,0.208,1.19,1.914,0.174,0.04,0.001,680,770,770,770,1550,1630,1630,1630
7,0.116,0.191,0.22,1.19,2.15,0.168,0.058,0.207,680,770,770,770,1290,1630,1630,1630
7,0.116,0.208,0.191,1.335,2.274,0.162,0.046,0.216,680,770,770,770,1630,1630,1630,1630
7,0.116,0.203,0.203,1.207,2.14,0.162,0.058,0.191,680,770,770,860,1370,1630,1630,1630
7,0.116,0.203,0.197,1.184,2.147,0.168,0.058,0.221,600,770,770,770,1550,1630,1630,1630
7,0.127,0.203,0.191,1.253,2.198,0.163,0.063,0.198,680,770,770,770,1290,1630,1630,1630
7,0.116,0.208,0.191,0.864,1.821,0.168,0.058,0.216,680,770,770,770,1290,1630,1630,1630
7,0.127,0.22,0.191,1.282,2.209,0.151,0.04,0.198,680,770,770,770,1290,1630,1630,1630
7,0.116,0.214,0.214,1.822,2.702,0.156,0.04,0.14,680,770,770,860,1290,1630,1630,1630
7,0.127,0.208,0.208,1.863,2.773,0.151,0.052,0.164,680,770,770,770,1550,1630,1630,1630
7,0.116,0.203,0.214,1.573,2.512,0.168,0.058,0.18,600,770,770,770,1290,1630,1630,1630
7,0.11,0.208,0.191,1.875,2.802,0.162,0.052,0.204,680,860,770,770,1370,1630,1630,1630
7,0.116,0.22,0.226,1.782,2.715,0.162,0.034,0.175,680,860,770,860,1370,1630,1630,1630
7,0.116,0.22,0.272,1.747,2.686,0.162,0.04,0.129,680,770,770,860,1630,1630,1630,1630
7,0.133,0.214,0.214,1.857,2.799,0.161,0.04,0.18,680,770,770,770,1550,1630,1630,1630
7,0.174,0.22,0.261,1.828,2.836,0.121,0.052,0.18,680,770,770,770,1460,1630,1630,1630
7,0.185,0.249,0.267,1.933,2.851,0.051,0.034,0.132,680,770,770,770,1290,1630,1630,1630
7,0.104,0.208,0.208,1.786,2.781,0.191,0.081,0.203,680,770,770,770,1630,1630,1630,1630
7,0.098,0.208,0.243,1.689,2.651,0.186,0.052,0.175,680,770,770,770,1290,1630,1630,1630
7,0.133,0.22,0.226,1.683,2.553,0.07,0.046,0.175,680,770,770,770,1290,1630,1630,1630
7,0.185,0.208,0.197,1.34,2.272,0.122,0.04,0.18,680,770,770,770,1290,1630,1630,1630
7,0.098,0.22,0.238,1.602,2.541,0.163,0.034,0.186,680,770,770,770,1370,1630,1630,1630
7,0.139,0.226,0.238,1.027,2.036,0.209,0.04,0.157,680,770,770,770,1550,1630,1630,1630
7,0.174,0.238,0.261,1.787,2.794,0.162,0.04,0.132,680,770,770,770,1290,1630,1630,1630
7,0.116,0.214,0.249,1.445,2.407,0.162,0.046,0.175,680,770,770,860,1630,1630,1630,1630
7,0.174,0.22,0.243,1.451,2.44,0.109,0.052,0.191,680,770,770,860,1630,1630,1630,1630
7,0.127,0.208,0.226,1.775,2.724,0.163,0.04,0.185,680,770,770,770,1630,1630,1630,1630
7,0.133,0.22,0.255,1.126,2.066,0.157,0.029,0.146,680,770,770,770,1550,1630,1630,1630
7,0.121,0.22,0.255,0.783,1.71,0.157,0.023,0.151,680,770,770,860,1550,1630,1630,1630
7,0.121,0.214,0.272,1.137,2.08,0.162,0.034,0.14,680,770,770,770,1550,1630,1630,1630
7,0.11,0.214,0.249,1.155,2.112,0.157,0.04,0.187,680,770,770,770,1550,1630,1630,1630
7,0.104,0.22,0.261,1.102,2.035,0.168,0.029,0.151,680,770,770,770,1550,1630,1630,1630
7,0.145,0.249,0.29,1.248,2.231,0.137,0.034,0.128,680,770,770,770,1550,1630,1550,1630
7,0.121,0.226,0.261,1.091,2.105,0.175,0.034,0.197,680,770,770,860,1550,1630,1630,1630
7,0.11,0.232,0.243,1.27,2.242,0.162,0.04,0.185,770,770,770,860,1550,1630,1630,1630
7,0.127,0.226,0.243,1.845,2.818,0.163,0.034,0.18,680,770,770,860,1550,1630,1630,1630
7,0.127,0.22,0.267,1.253,2.235,0.157,0.04,0.171,680,770,770,770,1550,1630,1630,1630
7,0.104,0.226,0.226,1.689,2.593,0.174,0.034,0.14,680,770,770,770,1550,1630,1630,1630
7,0.121,0.22,0.22,1.346,2.291,0.163,0.046,0.175,680,770,770,770,1550,1630,1550,1630
7,0.121,0.22,0.267,1.393,2.343,0.157,0.04,0.145,680,770,770,770,1630,1630,1630,1630
7,0.121,0.255,0.278,1.857,2.796,0.163,0.034,0.088,680,770,770,770,1290,1630,1630,1630
7,0.116,0.226,0.267,1.277,2.239,0.162,0.052,0.139,770,770,770,770,1550,1630,1630,1630
7,0.139,0.226,0.261,1.236,2.163,0.145,0.034,0.122,770,770,770,770,1550,1630,1630,1630
7,0.11,0.232,0.255,1.531,2.501,0.172,0.034,0.167,770,770,770,770,1550,1630,1630,1630
7,0.127,0.22,0.267,1.741,2.691,0.151,0.04,0.145,770,770,770,770,1550,1630,1630,1630
8,0.127,0.133,0.394,0.859,1.844,0.157,0.058,0.116,600,770,770,600,1110,1630,1630,1200
8,0.139,0.15,0.423,0.963,1.943,0.151,0.035,0.082,600,770,770,600,1110,1630,1630,1200
8,0.139,0.133,0.4,0.743,1.664,0.133,0.023,0.093,600,860,860,600,1110,1630,1630,1200
8,0.139,0.139,0.412,0.772,1.717,0.133,0.035,0.087,600,860,860,600,1110,1630,1630,1200
8,0.127,0.145,0.4,0.783,1.681,0.14,0.034,0.052,600,860,860,600,1110,1630,1720,1200
8,0.133,0.139,0.4,0.673,1.589,0.145,0.035,0.064,600,860,860,600,1110,1630,1720,1200
8,0.139,0.156,0.446,0.83,1.763,0.145,0.023,0.024,600,770,770,600,1110,1630,1630,1200
8,0.139,0.145,0.394,1.021,1.949,0.145,0.029,0.076,600,770,770,600,1110,1630,1630,1200
8,0.121,0.139,0.394,0.899,1.825,0.163,0.046,0.063,600,770,770,600,1110,1630,1630,1200
8,0.139,0.139,0.435,0.896,1.823,0.151,0.04,0.023,600,770,770,600,1110,1630,1630,1200
8,0.127,0.139,0.412,1.027,1.966,0.169,0.046,0.046,600,770,860,600,1110,1630,1630,1200
8,0.162,0.145,0.417,0.882,1.809,0.134,0.04,0.029,600,770,770,770,1110,1630,1720,1550
8,0.145,0.139,0.412,0.795,1.768,0.156,0.04,0.081,510,770,860,770,1110,1630,1630,1550
8,0.145,0.156,0.423,0.952,1.915,0.151,0.035,0.053,510,770,860,600,1110,1630,1630,1200
8,0.133,0.133,0.406,0.853,1.822,0.163,0.041,0.093,510,770,860,600,1110,1630,1630,1200
8,0.145,0.156,0.429,0.882,1.844,0.145,0.023,0.064,510,770,860,600,1110,1630,1630,1200
8,0.133,0.139,0.464,0.766,1.711,0.151,0.035,0.023,510,770,860,600,1110,1630,1630,1200
8,0.15,0.156,0.429,0.748,1.693,0.122,0.018,0.07,600,770,770,600,1110,1630,1630,1200
8,0.156,0.15,0.406,0.725,1.681,0.134,0.029,0.081,600,770,770,600,1110,1630,1630,1200
8,0.139,0.15,0.4,0.638,1.53,0.139,0.024,0.04,600,770,860,600,1110,1630,1720,1200
8,0.121,0.145,0.4,0.766,1.751,0.163,0.034,0.122,510,860,860,600,1110,1630,1630,1200
8,0.133,0.15,0.394,0.777,1.739,0.157,0.029,0.099,600,770,860,600,1110,1630,1630,1200
8,0.145,0.145,0.441,0.725,1.67,0.139,0.023,0.052,600,770,860,600,1110,1630,1630,1200
8,0.133,0.156,0.441,0.899,1.803,0.151,0.012,0.011,600,770,860,600,1110,1630,1630,1200
8,0.145,0.15,0.429,0.818,1.722,0.139,0.029,0.012,510,770,770,600,1110,1630,1630,1200
8,0.145,0.127,0.435,0.893,1.938,0.145,0.141,0.052,600,770,770,600,1110,1630,1630,1200
8,0.133,0.139,0.423,1.137,2.065,0.151,0.035,0.047,600,770,860,600,1110,1630,1630,1200
8,0.127,0.145,0.429,0.952,1.89,0.151,0.029,0.057,600,770,860,600,1110,1630,1630,1200
8,0.133,0.15,0.429,0.963,1.902,0.151,0.029,0.047,600,770,860,600,1110,1630,1630,1200
8,0.145,0.15,0.423,0.975,1.92,0.151,0.029,0.047,600,770,860,600,1110,1630,1630,1200
8,0.133,0.127,0.388,0.905,1.873,0.163,0.041,0.116,600,770,860,600,1110,1630,1720,1200
8,0.145,0.156,0.4,0.777,1.723,0.152,0.006,0.087,600,770,860,600,1110,1630,1720,1200
8,0.121,0.127,0.394,0.812,1.78,0.169,0.052,0.105,600,770,860,600,1110,1630,1720,1200
8,0.145,0.145,0.423,0.83,1.793,0.122,0.029,0.099,600,770,860,600,1110,1630,1720,1200
8,0.145,0.15,0.406,0.882,1.867,0.139,0.024,0.121,600,770,860,600,1110,1630,1720,1200
